ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories
ผัดเผ็ดไก่หน่อไม้ดอง,"{'เนื้ออกไก่': '1 อกใหญ่', 'หน่อไม้ดอง': '1/2 กก.', 'พริกชี้ฟ้าแดงและเขียว': '30 เม็ด', 'กระเทียม': '20 กลีบ', 'ใบโหระพาเด็ด': '2 ต้น', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำตาล': '1 ช้อนโต๊ะ', 'น้ำมันหอย': '2 ช้อนโต๊ะ', 'น้ำเปล่า': '3-4 ช้อนโต๊ะ'}",39.26,311.24,70.32,3239.48
ผัดพริกแกงคั่วไก่ใบยี่หร่า,"{'สะโพกไก่หั่นชิ้น': '300 กรัม', 'พริกแกงคั่วกลิ้ง': '2 ช้อนโต๊ะ', 'กะทิ': '150 ml', 'กะปิ': '2 ช้อนชา', 'น้ำตาลปี๊ป': '2 ช้อนชา', 'ใบยี่หร่าหั่นท่อน': '10 ใบ', 'ใบมะกรูดฉีก': '5 ใบ', 'น้ำปลา': '1 ช้อนชา', 'น้ำเปล่า': '1/2 ถ้วย'}",40.95,227.43,169.79,2889.83
ผัดพริกแกงถั่วฝักยาวหมู,"{'เนื้อหมูสามชั้น': '3 ขีด', 'พริกแกงเผ็ด': '2 ช้อนโต๊ะ', 'ถั่วฝักยาว': '1 กำเล็ก', 'ผงปรุงรส': '1-2 ช้อนโต๊ะ', 'น้ำปลา': '1-2 ช้อนโต๊ะ', 'น้ำตาลทราย': '1-2 ช้อนโต๊ะ', 'ใบมะกรูด': '3-4 ใบ', 'น้ำเปล่า': '60-100 มล.', 'น้ำมันพืช': '3-4 ช้อนโต๊ะ'}",60.33,344.82,172.64,4035.26
ผัดพริกแกงลูกชิ้นถั่วฝักยาว,"{'ลูกชิ้น': '3 ขีด', 'ถั่วฝักยาว': '2 ขีด', 'ใบโหระพา': '1 กำ', 'พริกแกง': '1 ช้อนโต๊ะ', 'ซอสหอยนางรม': '2 ช้อนโต๊ะ', 'น้ำตาล': 'ปลายช้อน', 'น้ำมัน': '4 ช้อนโต๊ะ'}",43.92,106.25,55.46,1353.77
ผัดพริกแกงหมูสับถั่วฝักยาว,"{'หมูสับ': '100 กรัม', 'น้ำพริกแกงเผ็ด': '2 ช้อนโต๊ะ', 'ถั่วฝักยาว': '1 ถ้วย', 'น้ำมันสำหรับผัด': '2 ช้อนโต๊ะ', 'น้ำตาลทราย': '1 ช้อนโต๊ะ', 'น้ำปลา': '1 ช้อนโต๊ะ'}",52.08,121.11,150.93,1902.03
ผัดพริกแกงหมูใส่มะเขือเปราะ,"{'น้ำมัน': '4ช้อนโต๊ะ', 'กระเทียม': '2ช้อนโต๊ะ', 'เนื้อหมู': '4ขีด', 'พริกชี้ฟ้าหรือพริกขี้หนู': '', 'พริกแกง': '2ช้อนโต๊ะ', 'มะเขือเปราะ': '', 'ใบมะกรูด': '', 'มะเขือพวง': '', 'น้ำปลา': '', 'น้ำเปล่า': '', 'น้ำตาล': '2ช้อนชา', 'น้ำมันหอย': '2ช้อนโต๊ะ'}",56.01,419.69,99.43,4398.97
ผัดพริกไก่โหระพา,"{'ไก่ส่วนที่ชอบ': '', 'พริกแกง': '', 'พริกขี้หนู': '', 'กระเทียม': '', 'ใบโหระพา': '', 'เกลือ': '', 'ผงปรุงรส': '', 'น้ำตาลทราย': '', 'ซีอิ๊วดำ': '', 'น้ำมันพืช': '', 'น้ำเปล่า': ''}",50.11,222.92,117.17,2675.4
ผัดพริกหยวกหมู,"{'เนื้อหมูติดมัน': '3 ขีด', 'พริกหยวก': '3 อัน', 'หอมใหญ่': '1/2 หัว', 'น้ำมันหอย': '2 ช้อนโต๊ะ', 'น้ำตาลทราย': '2 ช้อนโต๊ะ', 'ซีอิ้วขาว': '3ช้อนโต๊ะ'}",29.03,105.23,95.47,1445.07
ผัดฟักทอง,"{'ฟักทองหั่นชิ้น': '200 กรัม', 'ไข่ไก่': '1 ฟอง', 'น้ำเปล่า': '1 ถ้วย', 'กระเทียมสับหยาบ': '1 ช้อนโต๊ะ', 'ซีอิ๊ว low sodium': '1 ช้อนโต๊ะ', 'พริกไทยป่น': '1 ช้อนโต๊ะ', 'ใบโหระพา': '10 ใบ', 'น้ำมันสำหรับผัด': '1 ช้อนชา'}",32.62,134.51,23.71,1435.91
ผัดฟักทองใส่ไข่ นิ่ม ฟิน,"{'ฟักทอง': '500 กรัม', 'ไข่ไก่': '2 ฟอง', 'น้ำตาล': '1 ช้อนโต๊ะ', 'น้ำปลา': '1/2 ช้อน', 'แมกกี้': 'เหยาะๆให้หอม', 'น้ำมันหอย': '2 ช้อนโต๊ะ', 'กระเทียม': '4 กลีบ'}",42.79,237.54,10.4,2350.62
ผัดมะเขือยาวหมูสับ,"{'มะเขือยาว': '1 ลูก', 'หมูสับ': '150 กรัม', 'พริกขี้หนู': '3 เม็ด', 'โหระพา': '2 ต้น', 'น้ำมันหอย': '1 ช้อนโต๊ะ', 'น้ำตาล': '2 ช้อนชา', 'ซอสปรุงรส': '1 ช้อนชา', 'เต้าเจี้ยว': '1/2 ช้อนโต๊ะ'}",48.62,134.9,6.36,1434.02
ผัดมะเขือยาวหมูสับโหระพา,"{'หมูสับ': '500กรัม', 'ใบโหระพา': '3ต้น', 'มะเขือยาว': '4ลูก', 'น้ำมันปาล์ม': '1/4 ขวด', 'น้ำมันพืช': '3ชต', 'กระเทียมทุบสับ': '5 หัว', 'พริกแดงจินดา': '5เม็ด', 'น้ำมันหอย': '3ชต', 'เต้าเจี้ยว': '2ชต', 'ซีอิ๊วขาว': '3เหยาะ', 'น้ำตาลทราย': '1ชช', 'คนอร์รสหมู': '1ชชแบ่ง'}",52.66,349.27,175.19,4054.83
ผัดมาม่าคอหมูย่างไข่ดาว,"{'คอหมู': '400 กรัม', 'ไข่เป็ด': '2 ฟอง', 'พริกจินดา': '10 เม็ด', 'แคร์รอต': '30 กรัม', 'กระเทียม': '5 กลีบ', 'กะหล่ำปลี': '30 กรัม', 'บะหมี่กึ่งสำเร็จรูป': '1 ซอง', 'ผงหมักย่าง': '1 ช้อนโต๊ะ', 'น้ำมันหอย': '4 ช้อนโต๊ะ', 'ผงปรุงบะหมี่กึ่งสำเร็จรูป': '1 ซอง', 'น้ำมันพริกเผาบะหมี่กึ่งสำเร็จรูป': '1 ซอง'}",78.98,151.89,20.28,1764.05
ผัดยอดมะพร้าวอ่อนใส่หมูสับ,"{'หมูสับ': '100 กรัม', 'ยอดมะพร้าวอ่อน': '200 กรัม', 'น้ำมันหอย': '1 ช้อนโต๊ะ', 'ซีอิ้วขาว': '1 ช้อนชา', 'ซอสปรุงรส': '2 ช้อนชา', 'น้ำตาลทราย': '2 ช้อนชา', 'กระเทียมกลีบเล็ก': '15 กลีบ', 'พริกขี้หนูสวน+พริกแดงจินดา': '15 เม็ด', 'ใบกะเพรา': '1 กำมือ', 'น้ำมันสำหรับผัด': '1 ช้อนโต๊ะ', 'น้ำเปล่าหรือน้ำซุป': '2 ช้อนโต๊ะ', 'พริกไทยป่น': 'เล็กน้อย'}",53.14,136,119.18,1913.28
ผัดวุ้นเส้น,"{'วุ้นเส้น': '150 กรัม', 'เนื้อหมู': '200 กรัม', 'ไข่ไก่': '2 ฟอง', 'หอมใหญ่': '1 ลูก', 'มะเขือเทศ': '3 ลูก', 'กระเทียมสับหยาบ': '1 ช้อนโต๊ะ', 'ต้นหอม': '3 ต้น', 'แครอท': '⅓ หัว', 'กะหล่ำปลี': '100 กรัม', 'น้ำตาล': '1 ช้อนโต๊ะ', 'น้ำมันหอย': '3 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'พริกไทย': '1/2 ช้อนชา', 'ผักชี': 'สำหรับแต่งหน้า', 'น้ำมันพืช': 'สำหรับผัด'}",60.43,340.47,58.71,3540.79
ผัดสะตอกุ้งหมูสับ,"{'กุ้ง': 10, 'หมูสับ': 0.5, 'สะตอ': 2, 'พริกจินดาแดง': 5, 'พริกขี้หนู': 5, 'กระเทียมกลีบเล็ก': 1, 'พริกชี้ฟ้าแดง': 1, 'กะปิดี': 1, 'น้ำปลาแท้': 1, 'น้ำตาลทราย': 1, 'มะนาว': 2, 'น้ำมันพืช': 3, 'น้ำมันหอย': 2}",97.19,365.55,176.11,4383.15
ผัดหน่อไม้ใบโหระพา,"{'หน่อไม้': '220 กรัม', 'อกไก่สับ': '70 กรัม', 'กระเทียม': '15 กลีบ', 'พริกขี้หนูสวน': '15 เม็ด', 'พริกชี้ฟ้า': '2 ฝัก', 'ใบโหระพา': '1 กิ่ง', 'ซีอิ๊วขาว': '1/2 ช้อนโต๊ะ'}",49.95,23.05,74.62,705.73
ผัดหมี่เบตง,"{'หมี่เบตง': '1 ห่อ', 'หมูบดปรุงรส': 'ตามชอบ', 'หมูแดงหั่นชิ้น': 'ตามชอบ', 'กุนเชียงหั่นชิ้น': 'ตามชอบ', 'ฮือก๊วยหั่นชิ้น': '1 เส้น', 'ผักคะน้า': 'ตามชอบ', 'ต้นหอมและผักชีซอย': 'ตามชอบ', 'ผงปรุงรสหมู': '2 ชต', 'น้ำมันหอย': '2 ชต', 'น้ำตาลทราย': '3 ชต', 'น้ำซุปผัก(หัวไชเท้า/มะระ/กะหล่ำ)': '1 ถ้วยตวง', 'กระเทียมสับ': '7 กลีบ', 'น้ำมันรำข้าว': '1 ทัพพี', 'น้ำสำหรับลวกเส้นหมี่เบตง': '', 'ซีอิ้วดำ': 'ตามชอบ'}",54.29,249.77,112.18,2913.81
ผัดหอยลายใบโหระพา,"{'หอยลาย': '1 kg', 'กระเทียม': '5 กลีบ', 'พริกขี้หนู': '3 เม็ด', 'ใบโหระพา': '3 ต้น', 'น้ำเปล่า': '1/2 ถ้วยตวง', 'เต้าเจี้ยว': '1 ช้อนชา', 'ซอสหอยนางรม': '1/2 ช้อนชา', 'น้ำปลา': '1/2 ช้อนชา'}",42.33,217.34,16.76,2192.42
ผัดหอยลายพริกเผาใส่นมข้นจืด,"{'หอยลาย': '500 กรัม', 'กระเทียมจีน': '5 กลีบ', 'พริกแดงจินดา': '5 เม็ด', 'พริกขี้หนูสวน': '10 เม็ด', 'ใบโหระพา': '2-3 ต้น', 'น้ำพริกเผา': '2 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'นมข้นจืด': '2 ช้อนโต๊ะ', 'น้ำเปล่า': '1/4 ถ้วย'}",53.94,249.85,10.4,2506.01
ผัดเห็ดรวมน้ำมันหอย,"{'เห็ดออรินจิ': '100 กรัม', 'เห็ดฟาง': '100 กรัม', 'เห็ดนางฟ้าภูฐาน': '100 กรัม', 'กระเทียมสับ': '1 ช้อนโต๊ะ', 'น้ำมันพืช': '1 ช้อนโต๊ะ', 'ซีอิ้วขาว': '1 ช้อนโต๊ะ', 'น้ำตาลทราย': '1/2 ช้อนโต๊ะ', 'น้ำมันหอย': '2 ช้อนโต๊ะ', 'น้ำเปล่าหรือน้ำซุป': '2 ช้อนโต๊ะ', 'ต้นหอม': '2 ต้น', 'พริกไทยป่น': '1/2 ช้อนชา', 'พริกชี้ฟ้าแดง': '1 เม็ด'}",54.37,233.02,179.1,3031.06
ผัดเห็ดรวมสารพัดประโยชน์,"{'เห็ดนางรมหลวง': '1 ถ้วย', 'เห็ดโคนญี่ปุ่น': '1 ถ้วย', 'กระเทียม': '1/2 ชต', 'พริกขี้หนู': '1 ชต', 'โหระพา': '1 กำ', 'ซอสหอยนางรม': '2 ชต', 'ซีอิ้วขาว': '1 ชช', 'น้ำตาลทราย': '1/2 ชช', 'น้ำมันพืช': '1 ชต'}",35.5,131.38,105.87,1747.9
เผือกหิมะ,"{'เผือกหอม': '0.5 กิโล', 'น้ำตาลทราย': '1.5 ถ้วย', 'เกลือ': '0.5 ช้อนชา', 'ใบเตย': '1 ต้น', 'น้ำมันพิช': 'เล็กน้อย', 'น้ำเปล่า': '1 ถ้วย'}",7,201.03,183.37,2570.75
พริกหยวกผัดไข่,"{'พริกหยวก': '', 'ไข่ไก่': '', 'น้ำตาลปี๊บ': '', 'น้ำปลา': '', 'น้ำมันถั่วเหลือง': '', 'น้ำเปล่า': '', 'กระเทียม': ''}",23.46,332.29,104.28,3501.57
พะแนงหมู,"{'หมูหั่นชิ้น': '350 กรัม', 'น้ำพริกพะแนง': '300 กรัม', 'หัวกะทิ': '1 ถ้วย', 'ตัวกะทิ': '2 1/2 ถ้วย', 'ถั่วฝักยาวหั่นท่อน': '150 กรัม', 'ใบมะกรูดฉีก': '3-4 ใบ', 'พริกชี้ฟ้าซอย': '3-4 เม็ด', 'น้ำตาลปึก': '2 ช้อนโต๊ะ', 'น้ำปลา': '2-3 ช้อนโต๊ะ'}",83.14,153.26,230.97,2635.78
พะโล้ไข่เป็ดต้มแซ่บ,"{'น้ำสะอาด': '3 ลิตร', 'ปีกกลางไก่': '500 กรัม', 'ปีกบนไก่': '500 กรัม', 'ไข่เป็ด': '5 ฟอง', 'รากผักชี': '2 ราก', 'อบเชย': '4 แท่ง', 'โป๊ยกั๊ก': '5 ดอก', 'น้ำตาลมะพร้าว': '1 ½ ถ้วยตวง', 'น้ำปลา': '1 ถ้วยตวง', 'เกลือ': '1 ช้อนโต๊ะ', 'มะนาว': '6 ลูก', 'พริกขี้หนูสวน': '¼ ถ้วยตวง', 'พริกจินดาแดง': '10 เม็ด', 'ผักชี': '(สำหรับตกแต่ง)'}",70.92,151.2,98.22,2037.36
พิซซ่าไข่ขาว,"{'ไข่ขาวเหลวพาสเจอร์ไรซ์แช่เย็น': '300 กรัม', 'ควินัวต้มสุก': '2 ช้อนโต๊ะ', 'ซอสพิซซ่าสำเร็จรูป': '3 ช้อนโต๊ะ', 'มอสเซอเรลล่าชีส': '100 กรัม', 'พริกหวานสามสีหั่นเส้น': '30 กรัม', 'มะเขือเทศเชอร์รี่หั่นครึ่ง': '30 กรัม', 'เห็ดแชมปิญองสไลด์': '20 กรัม', 'เชดดา ชีส': '50 กรัม', 'ใบโหระพา': '5 กรัม'}",71.07,67.17,0,888.81
มะม่วงไม่รู้หาว มะนาวไม่รู้โห่,"{'ผลมะม่วงหาวมะนาวโห่สุก': '1 กก.', 'น้ำตาลทรายแดง': '500 กรัม', 'เกลือผงเสริมไอโอดีน': '1 ช้อนชา', 'น้ำเปล่า': '6 ลิตร', 'ใบเตย': '4 ใบ'}",17.8,114.9,192.37,1874.78
มักกะโรนีอบชีส,"{'มักกะโรนี': '150 กรัม', 'น้ำเปล่า': '460 ml', 'นมข้นจืด คาร์เนชัน': '60 ml', 'ชีสเชดดาร์': '200 กรัม', 'ชีสแผ่น': '60 กรัม'}",33.69,144.21,6.45,1458.45
มันบดกระเทียมย่าง,"{'มันฝรั่ง': '750 กรัม', 'กระเทียม': '1 หัว', 'น้ำมันรำข้าว': '½ ช้อนชา', 'เกลือปรุงรส': '', 'พริกไทยปรุงรส': '', 'ลูกจันทน์ป่น': '¼ ช้อนชา', 'ครีม': '180 มิลลิลิตร', 'เนย': '50 กรัม', 'มัชรูมเกรวี่มิกซ์ (มัชรูมเกรวี่)': '1 ซอง', 'ครีม (มัชรูมเกรวี่)': '4 ช้อนโต๊ะ', 'น้ำสะอาด (มัชรูมเกรวี่)': '¾ ถ้วย'}",40.49,347.62,42.21,3459.38
มันบดอบชีส,"{'มันฝรั่ง': '2-3 ลูก', 'นมสดรสจืด': '', 'ครีม': '(ไม่มีไม่ต้องใส่)', 'มอสซาเรล่าชีส': '', 'เชดด้าชีส': '', 'เกลือ': '', 'พริกไทยดำ': '', 'เนยสด': ''}",47.99,272.11,73.5,2934.95
มาม่าต้มยำไข่ตุ๋น,"{'มาม่า': '1 ก้อน', 'ไข่ไก่': '1 ฟอง', 'กุ้งขาว': '4 ตัว', 'ข่า': '1 แง่ง', 'ตะไคร้': '1 ต้น', 'ใบมะกรูด': '2 ใบ', 'ผักชีฝรั่ง': '3 ใบ', 'ผงปรุงรสต้มยำ': '1 ซอง', 'น้ำเปล่า': '100 มิลลิลิตร'}",28.64,137.15,65.07,1609.19
มาม่าผัดไข่,"{'มาม่า': '1 ซอง', 'ไข่': '2 ฟอง', 'กะหล่ำปลี': 'หั่นพอดีคำตามชอบ', 'ซอสหอยนางรม': '1 ช้อนชา', 'รสดี': 'เล็กน้อย', 'น้ำตาล': 'ตามชอบ'}",14.99,14.82,15.58,255.66
เมอแรงค์,"{'ไข่ขาว': '4 ฟอง', 'น้ำตาลทราย': '140 กรัม', 'แป้งข้าวโพด': '2 ช้อนชา', 'เกลือป่น': '1/8 ช้อนชา', 'กลิ่นวนิลา': '1 ช้อนชา'}",13.84,16.56,130.73,727.32
เมี่ยงคำ,"{'น้ำตาลมะพร้าว': '100 กรัม', 'น้ำเปล่า': '1/2 - 1 ถ้วย', 'กะปิ': '1 ช้อนชา', 'น้ำปลา': 'ตามชอบ', 'ข่าคั่วโขลก': '1 ช้อนโต๊ะ', 'ถั่วลิสงคั่วโขลก': '1/3 ถ้วย', 'มะพร้าวคั่วโขลก': '1/3 ถ้วย', 'เครื่องเมี่ยง': 'ตามชอบ', 'ใบชะพลู': 'ตามชอบ', 'ถั่วลิสงคั่ว': 'ตามชอบ', 'มะพร้าวซอยคั่ว': 'ตามชอบ', 'กุ้งแห้ง': 'ตามชอบ', 'ขิง': 'ตามชอบ', 'หอมแดง': 'ตามชอบ', 'พริกขี้หนูซอย': 'ตามชอบ', 'มะนาว': 'ตามชอบ'}",103.72,411.75,126.6,4627.03
เมี่ยงปลาทู,"{'ปลาทู': '3 ตัว', 'พริกขี้หนูสวน': '20 เม็ด', 'กระเทียมกลีบใหญ่': '5 กลีบ', 'ขนมจีน': 'ตามต้องการ', 'เส้นหมี่': 'ตามต้องการ', 'ผักกาดขาว': 'ตามต้องการ', 'โหระพา': 'ตามต้องการ', 'ผักชี': 'ตามต้องการ', 'สะระแหน่': 'ตามต้องการ'}",42.02,72.62,62.55,1071.86
ยำกุ้งสด ปลาร้ายั่ว,"{'กุ้งสด': '10 ตัว', 'พริกสด': 'ตามชอบ', 'น้ำตาลปี๊บ': '3 ช้อนโต๊ะ', 'น้ำมะนาวสด': '2 ช้อนโต๊ะ', 'น้ำปลา': '1/2 ช้อนโต๊ะ', 'น้ำปลาร้า': '4 ช้อนโต๊ะ', 'มะนาว': '2 ซีก', 'หอมแขก': '1 หัว', 'ผักชีฝรั่ง': '1 ต้น'}",21.2,201.36,116.5,2363.04
ยำกุนเชียง,"{'กุนเชียงทอด': '150 กรัม', 'มะเขือเทศหั่นเสี้ยวบางๆ': '1 ลูก', 'หอมใหญ่สไลด์บางๆ': '1/2 ลูก', 'แตงกวาหั่นชิ้นบางๆ': '2 ลูก', 'พริกขี้หนูซอย': '2 ช้อนโต๊ะ', 'น้ำตาลทราย': '1/2 ช้อนโต๊ะ', 'น้ำมะนาว': '2-3 ช้อนโต๊ะ', 'น้ำปลา': '1 ช้อนโต๊ะ', 'น้ำส้มสายชู': '1/2 ช้อนโต๊ะ'}",36.7,249.66,95.47,2775.62
ยำไก่ (อาหารเหนือ),"{'ไก่บ้าน': '1 ตัว', 'พริกลาบ (ภาคเหนือ)': '', 'น้ำปลา': '', 'ผักชี': '', 'ต้นหอม': '', 'ผักแพ้ว': '', 'ตะไคร้': '', 'น้ำสะอาด': '', 'ใบมะกรูด': ''}",50.22,138.56,37.19,1596.68
ยำไก่แซบ,"{'เนื้อไก่': 'ส่วนสะโพกหั่นชิ้น500กรัม', 'แป้งทอดกรอบ': '', 'หอมแดงซอย (หอมแขก)': '1หัว', 'หอมหัวใหญ่ซอย': 'ครึ่งหัว', 'ข้าวคั่ว': '1ช้อนโต๊ะ', 'พริกป่น': '1ช้อนโต๊ะ', 'น้ำตาลทรายขาว': 'ครึ่งช้อนโต๊ะ', 'คนอร์ผงมะนาว': '2ช้อนชา', 'ต้นหอม': 'หั่นยาวประมาณ\u200b1นิ้ว3ต้น', 'น้ำปลา': '2ช้อนโต๊ะ'}",31.7,124.03,119.1,1719.47
ยำขนมจีน,"{'ขนมจีน': '2 จับ', 'ปลาทูทอดแกะเนื้อ': '2 ตัว', 'ถั่วฝักยาวซอย': '1 ถ้วย', 'ต้นหอมซอย': '0.5 ถ้วย', 'เมล็ดกระถิน': '0.5 ถ้วย', 'พริกขี้หนูซอย': '3 ช้อนโต๊ะ', 'น้ำปลาร้าต้มสุก': '0.5 ถ้วย', 'น้ำมะนาว': '3 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ', 'น้ำปลา': '1.5 ช้อนโต๊ะ', 'พริกป่น': '1 ช้อนโต๊ะ'}",86.05,227.95,162.65,3046.35
ยำไข่มดแดงสุดแซ่บ,"{'ไข่มดแดง': '1/2 kg', 'ต้นหอม': '1 ต้น', 'ผักชี': '1 ต้าน', 'สะระแหน่': '1 ต้น', 'หัวหอมแดง': '2 หัว', 'พริกป่น': '1 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'ผงชูรส': '1/2 ช้อนโต๊ะ', 'ข้าวคั่ว': '1 โต๊ะ', 'พริกชี้ฟ้า': '2 เม็ด', 'มะนาว': '1 ซีก'}",52.05,136.91,83.55,1774.59
ยำไชโป๊ว,"{'พริกขี้หนูสวน': '5-7 เม็ด', 'หัวไชโป๊ว': '2 ช้อนโต๊ะ', 'หอมแดง': '2 หัว', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำตาล': '2 ช้อนชา', 'มะนาว': '1 ลูก'}",23.46,114.8,10.32,1168.32
ยำปลากระป๋องทรงเครื่อง,"{'ปลากระป๋อง': '1 กระป๋อง', 'ตะไคร้': '2 ต้น', 'หอมแดงซอย': '5 หัว', 'ผักชีฝรั่ง': '1 ต้น', 'ใบโพระพา': '5-6 ใบ', 'ใบมะกรูดซอย': '2 ใบ', 'พริกขี้หนูซอย': '5 เม็ด', 'มะนาว': '1-2 ซีก'}",31.66,35.02,59.81,681.06
ยำปลาไข่ทอดกรอบ,"{'ปลาไข่': '8 ตัว', 'ดอกอัญชัน': '10 ดอก', 'แป้งโกกิ': '1 ถ้วย', 'เกล็ดขนมปัง': '1 ถ้วย', 'ไข่ไก่': '1 ฟอง', 'น้ำพริกเผา': '1 ช้อนโต๊ะ', 'น้ำปลา': 'ตามชอบ', 'พริกไทย': 'ตามชอบ', 'น้ำตาล': 'ตามชอบ', 'ผงออริกาโน': 'ตามชอบ', 'พริกขี้หนูจินดา': '5 เม็ด', 'หัวหอม': '6 หัว'}",84.65,203.44,61.51,2415.6
ยำมะเขือยาวกุ้งแห้ง,"{'มะเขือยาว': '1 ลูก', 'กุ้งแห้ง': 'ตามชอบ', 'พริกแดงจินดา': '6 เม็ด', 'หัวหอม': '2-3 หัว', 'ต้นหอม': '1 ต้น', 'กระเทียมจีน': '2 กลีบ', 'มะนาว': '1 ลูก', 'น้ำปลา': 'ปริมาณเท่ากับน้ำมะนาว', 'น้ำตาลทราย': '1 ช้อนชา', 'หมูบด': '100 กรัม', 'ผักชี': 'สำหรับตกแต่ง'}",23.39,110.56,116.19,1553.36
ยำมะเขือยาวเผาไข่ต้ม,"{'มะเขือยาวเผา': 2, 'หมูสับ': 0.5, 'ไข่ต้ม': '1-2 ฟอง', 'หัวหอมแดงซอย': 0.25, 'พริกขี้หนูซอย': 5, 'น้ำปลา': 2, 'น้ำตาล': 2, 'น้ำมะนาว': 3, 'ใบมะกรูดซอย': 3}",65.42,266.73,21.71,2749.09
ยำมะม่วงแบบง่ายมาก,"{'มะม่วง': '1 ลูก', 'หอมแดง': '5 หัว', 'น้ำปลา': '1 ช้อนโต๊ะ', 'น้ำตาลทราย': '2 ช้อนโต๊ะ', 'ข้าวคั่ว': '1-2 ช้อนโต๊ะ', 'พริกป่น': '1 ช้อนโต๊ะ'}",21.41,123.07,108.78,1628.39
ยำมาม่าหมูยอหมูสับ,"{'มาม่า': '3 ห่อ', 'หมูยอ': '2 แท่ง', 'หมูบด': '2 ขีด', 'มะเขือเทศ': '2 ลูก', 'หอมใหญ่': '1 ลูก', 'ผักชี': '5 ต้น', 'น้ำมะนาว': '1 ช้อนโต๊ะ', 'พริกขี้หนู': '10 เม็ด', 'น้ำซุป': '5 ช้อนโต๊ะ', 'น้ำตาลทราย': '1 ช้อนโต๊ะ', 'น้ำปลา': '1 ช้อนโต๊ะ'}",40.62,240.81,103.26,2742.81
ยำแมงกะพรุน,"{'แมงกะพรุน': '100 ก', 'พริกขี้หนูสวน': '20 เม็ด', 'กระเทียมไทย': '10 เม็ด', 'น้ำปลา': '3 ช้อนโต๊ะ', 'น้ำตาลปี้บ': '1 ช้อนโต๊ะ', 'มะนาว': '2 ลูก', 'หอมใหญ่': '1/4 ลูก', 'ถั่วคั่ว': '20-30 เม็ด'}",28.34,116.82,141.1,1729.14
ยำเล็บมือนาง,"{'เล็บมือนาง': '500 กรัม', 'ต้นหอม': '2 ต้น', 'ผักชี': '2 ต้น', 'หอมใหญ่': '1 หัว', 'มะเขือเทศ': '2 ลูก', 'พริกจินดา': '4 เม็ด', 'มะนาว': '2 ลูก', 'น้ำปลา': '3 ช้อนโต๊ะ', 'น้ำตาล': '1 ช้อนชา', 'เกลือ': '1/2 ช้อนชา'}",32.38,113.15,21.62,1234.35
ยำส้มโอ,"{'ส้มโอ (แกะเอาแต่เนื้อ)': '2 ถ้วย', 'กุ้งลวก (หั่นเต๋า)': '8 ตัว', 'มะพร้าวขูด (คั่ว)': '4 ช้อนโต๊ะ', 'ถั่วลิสง (คั่ว)': '2 ช้อนโต๊ะ', 'หอมแดงเจียว': '3 ช้อนโต๊ะ', 'พริกชี้ฟ้าแดง (ซอย)': '1 เม็ด', 'ใบมะกรูด (ซอย)': '4 ใบ', 'ใบทองหลางสำหรับเสิร์ฟ': '', 'พริกแห้งเม็ดใหญ่ (ทำน้ำยำ)': '2 เม็ด', 'ปลากดรมควัน (ป่น)': '1 ช้อนโต๊ะ', 'หอมแดง (ซอย)': '3 ช้อนโต๊ะ', 'กระเทียม (ซอย)': '1.5 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '3 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำมะขามเปียก': '2 ช้อนโต๊ะ'}",111.85,183,190.16,2855.04
ยำส้มโอกุ้งสด ,"{'ส้มโอ': '1/2 ลูก', 'กุ้ง': '300 กรัม', 'หอมแดง': '10 หัว', 'ใบมะกรูด': '2 กิ่ง', 'ตะไคร้': '5 ท่อน', 'พริกจินดา': '10 เม็ด', 'กะทิ': '6 ช้อนโต๊ะ', 'น้ำพริกเผา': '2 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1/2 ช้อนโต๊ะ', 'น้ำปลา': '3 ช้อนโต๊ะ', 'มะนาว': '2 ลูก', 'ถั่วลิสงคั่ว': '2 ช้อนโต๊ะ'}",80.39,142.8,198.29,2399.92
ยำสลัดอะโวคาโดกุ้ง,"{'อะโวคาโด': 1, 'กุ้งลวกสุก': 10, 'กรีนโอ๊ก': 3, 'เรดโอ๊ก': 3, 'ไอซ์เบิร์ก': 3, 'ผักคอส': 3, 'แตงกวาญี่ปุ่น': 1, 'มะเขือเทศราชินี': 5, 'น้ำสลัดครีมงาญี่ปุ่น': 5, 'พริกขี้หนูสวน': 5, 'ผักชี': 1, 'น้ำมะนาว': 3, 'น้ำปลา': 2, 'น้ำตาลปี๊บ': 1}",57.1,328.52,105.18,3605.8
