ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories,วัตถุดิบ
ยำไก่ (อาหารเหนือ),"{'ไก่บ้าน': '1 ตัว', 'พริกลาบ (ภาคเหนือ)': '', 'น้ำปลา': '', 'ผักชี': '', 'ต้นหอม': '', 'ผักแพ้ว': '', 'ตะไคร้': '', 'น้ำสะอาด': '', 'ใบมะกรูด': ''}",50.22,138.56,37.19,1596.68,"ไก่บ้าน, 1 ตัว
พริกลาบ (ภาคเหนือ)
น้ำปลา
ผักชี
ต้นหอม
ผักแพ้ว
ตะไคร้
น้ำสะอาด
ใบมะกรูด"
ยำไก่แซบ,"{'เนื้อไก่': 'ส่วนสะโพกหั่นชิ้น500กรัม', 'แป้งทอดกรอบ': '', 'หอมแดงซอย (หอมแขก)': '1หัว', 'หอมหัวใหญ่ซอย': 'ครึ่งหัว', 'ข้าวคั่ว': '1ช้อนโต๊ะ', 'พริกป่น': '1ช้อนโต๊ะ', 'น้ำตาลทรายขาว': 'ครึ่งช้อนโต๊ะ', 'คนอร์ผงมะนาว': '2ช้อนชา', 'ต้นหอม': 'หั่นยาวประมาณ\u200b1นิ้ว3ต้น', 'น้ำปลา': '2ช้อนโต๊ะ'}",31.7,124.03,119.1,1719.47,"เนื้อไก่ ส่วนสะโพกหั่นชิ้น, 500กรัม
แป้งทอดกรอบ
หอมแดงซอย (หอมแขก)​, 1หัว
หอมหัวใหญ่ซอยครึ่งหัว
ข้าวคั่ว, 1ช้อนโต๊ะ​
พริกป่น, 1ช้อนโต๊ะ​
น้ำตาลทรายขาวครึ่งช้อนโต๊ะ​
คนอร์ผงมะนาว, 2ช้อนชา
ต้นหอมหั่นยาวประมาณ​, 1นิ้ว3ต้น
น้ำปลา, 2ช้อนโต๊ะ​"
ยำขนมจีน,"{'ขนมจีน': '2 จับ', 'ปลาทูทอดแกะเนื้อ': '2 ตัว', 'ถั่วฝักยาวซอย': '1 ถ้วย', 'ต้นหอมซอย': '0.5 ถ้วย', 'เมล็ดกระถิน': '0.5 ถ้วย', 'พริกขี้หนูซอย': '3 ช้อนโต๊ะ', 'น้ำปลาร้าต้มสุก': '0.5 ถ้วย', 'น้ำมะนาว': '3 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ', 'น้ำปลา': '1.5 ช้อนโต๊ะ', 'พริกป่น': '1 ช้อนโต๊ะ'}",86.05,227.95,162.65,3046.35,"ขนมจีน, 2 จับ
ปลาทูทอดแกะเนื้อ, 2 ตัว
ถั่วฝักยาวซอย, 1 ถ้วย
ต้นหอมซอย ½ ถ้วย
เมล็ดกระถิน ½ ถ้วย
พริกขี้หนูซอย, 3 ช้อนโต๊ะ
น้ำปลาร้าต้มสุก ½ ถ้วย
น้ำมะนาว, 3 ช้อนโต๊ะ
น้ำตาลปี๊บ, 1 ช้อนโต๊ะ
น้ำปลา, 1 ½ ช้อนโต๊ะ
พริกป่น, 1 ช้อนโต๊ะ"
ยำไข่มดแดงสุดแซ่บ,"{'ไข่มดแดง': '1/2 kg', 'ต้นหอม': '1 ต้น', 'ผักชี': '1 ต้าน', 'สะระแหน่': '1 ต้น', 'หัวหอมแดง': '2 หัว', 'พริกป่น': '1 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'ผงชูรส': '1/2 ช้อนโต๊ะ', 'ข้าวคั่ว': '1 โต๊ะ', 'พริกชี้ฟ้า': '2 เม็ด', 'มะนาว': '1 ซีก'}",52.05,136.91,83.55,1774.59,"ไข่มดแดง:, 1/2 kg
ต้นหอม:, 1 ต้น
ผักชี:, 1 ต้าน
สะระแหน่:, 1 ต้น
หัวหอมแดง:, 2 หัว
พริกป่น:, 1 ช้อนโต๊ะ
น้ำปลา:, 2 ช้อนโต๊ะ
ผงชูรส:, 1/2 ช้อนโต๊ะ
ข้าวคั่ว:, 1 โต๊ะ
พริกชี้ฟ้า:, 2 เม็ด
มะนาว:, 1 ซีก"
ยำไชโป๊ว,"{'พริกขี้หนูสวน': '5-7 เม็ด', 'หัวไชโป๊ว': '2 ช้อนโต๊ะ', 'หอมแดง': '2 หัว', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำตาล': '2 ช้อนชา', 'มะนาว': '1 ลูก'}",23.46,114.8,10.32,1168.32,"พริกขี้หนูสวน:, 5-7 เม็ด
หัวไชโป๊ว:, 2 ช้อนโต๊ะ
หอมแดง:, 2 หัว
น้ำปลา:, 2 ช้อนโต๊ะ
น้ำตาล:, 2 ช้อนชา
มะนาว:, 1 ลูก"
ยำปลากระป๋องทรงเครื่อง,"{'ปลากระป๋อง': '1 กระป๋อง', 'ตะไคร้': '2 ต้น', 'หอมแดงซอย': '5 หัว', 'ผักชีฝรั่ง': '1 ต้น', 'ใบโพระพา': '5-6 ใบ', 'ใบมะกรูดซอย': '2 ใบ', 'พริกขี้หนูซอย': '5 เม็ด', 'มะนาว': '1-2 ซีก'}",31.66,35.02,59.81,681.06,"ปลากระป๋อง:, 1 กระป๋อง
ตะไคร้:, 2 ต้น
หอมแดงซอย:, 5 หัว
ผักชีฝรั่ง:, 1 ต้น
ใบโพระพา:, 5-6 ใบ
ใบมะกรูดซอย:, 2 ใบ
พริกขี้หนูซอย:, 5 เม็ด
มะนาว:, 1-2 ซีก"
ยำปลาไข่ทอดกรอบ,"{'ปลาไข่': '8 ตัว', 'ดอกอัญชัน': '10 ดอก', 'แป้งโกกิ': '1 ถ้วย', 'เกล็ดขนมปัง': '1 ถ้วย', 'ไข่ไก่': '1 ฟอง', 'น้ำพริกเผา': '1 ช้อนโต๊ะ', 'น้ำปลา': 'ตามชอบ', 'พริกไทย': 'ตามชอบ', 'น้ำตาล': 'ตามชอบ', 'ผงออริกาโน': 'ตามชอบ', 'พริกขี้หนูจินดา': '5 เม็ด', 'หัวหอม': '6 หัว'}",84.65,203.44,61.51,2415.6,"ปลาไข่:, 8 ตัว
ดอกอัญชัน:, 10 ดอก
แป้งโกกิ:, 1 ถ้วย
เกล็ดขนมปัง:, 1 ถ้วย
ไข่ไก่:, 1 ฟอง
น้ำพริกเผา:, 1 ช้อนโต๊ะ
น้ำปลา,พริกไทย,น้ำตาล,ผงออริกาโน: ตามชอบ
พริกขี้หนูจินดา:, 5 เม็ด
หัวหอม:, 6 หัว"
ยำมะเขือยาวกุ้งแห้ง,"{'มะเขือยาว': '1 ลูก', 'กุ้งแห้ง': 'ตามชอบ', 'พริกแดงจินดา': '6 เม็ด', 'หัวหอม': '2-3 หัว', 'ต้นหอม': '1 ต้น', 'กระเทียมจีน': '2 กลีบ', 'มะนาว': '1 ลูก', 'น้ำปลา': 'ปริมาณเท่ากับน้ำมะนาว', 'น้ำตาลทราย': '1 ช้อนชา', 'หมูบด': '100 กรัม', 'ผักชี': 'สำหรับตกแต่ง'}",23.39,110.56,116.19,1553.36,"มะเขือยาว:, 1 ลูก
กุ้งแห้ง: ตามชอบ
พริกแดงจินดา:, 6 เม็ด
หัวหอม:, 2-3 หัว
ต้นหอม:, 1 ต้น
กระเทียมจีน:, 2 กลีบ
มะนาว:, 1 ลูก
น้ำปลา: ปริมาณเท่ากับน้ำมะนาว
น้ำตาลทราย:, 1 ช้อนชา
หมูบด:, 100 กรัม
ผักชี: สำหรับตกแต่ง"
ยำมะเขือยาวเผาไข่ต้ม,"{'มะเขือยาวเผา': 2, 'หมูสับ': 0.5, 'ไข่ต้ม': '1-2 ฟอง', 'หัวหอมแดงซอย': 0.25, 'พริกขี้หนูซอย': 5, 'น้ำปลา': 2, 'น้ำตาล': 2, 'น้ำมะนาว': 3, 'ใบมะกรูดซอย': 3}",65.42,266.73,21.71,2749.09,"มะเขือยาวเผา:, 2 ลูก
หมูสับ:, 1/2 ถ้วย
ไข่ต้ม:, 1-2 ฟอง
หัวหอมแดงซอย:, 1/4 ถ้วย
พริกขี้หนูซอย:, 5 เม็ด
น้ำปลา:, 2 ช้อนโต๊ะ
น้ำตาล:, 2 ช้อนโต๊ะ
น้ำมะนาว:, 3 ช้อนโต๊ะ
ใบมะกรูดซอย:, 3 ใบ"
ยำมะม่วงแบบง่ายมาก,"{'มะม่วง': '1 ลูก', 'หอมแดง': '5 หัว', 'น้ำปลา': '1 ช้อนโต๊ะ', 'น้ำตาลทราย': '2 ช้อนโต๊ะ', 'ข้าวคั่ว': '1-2 ช้อนโต๊ะ', 'พริกป่น': '1 ช้อนโต๊ะ'}",21.41,123.07,108.78,1628.39,"มะม่วง, 1 ลูก
หอมแดง, 5 หัว
น้ำปลา, 1 ช้อนโต๊ะ
น้ำตาลทราย, 2 ช้อนโต๊ะ
ข้าวคั่ว, 1-2 ช้อนโต๊ะ
พริกป่น, 1 ช้อนโต๊ะ"
ยำมาม่าหมูยอหมูสับ,"{'มาม่า': '3 ห่อ', 'หมูยอ': '2 แท่ง', 'หมูบด': '2 ขีด', 'มะเขือเทศ': '2 ลูก', 'หอมใหญ่': '1 ลูก', 'ผักชี': '5 ต้น', 'น้ำมะนาว': '1 ช้อนโต๊ะ', 'พริกขี้หนู': '10 เม็ด', 'น้ำซุป': '5 ช้อนโต๊ะ', 'น้ำตาลทราย': '1 ช้อนโต๊ะ', 'น้ำปลา': '1 ช้อนโต๊ะ'}",40.62,240.81,103.26,2742.81,"มาม่า, 3 ห่อ
หมูยอ, 2 แท่ง
หมูบด, 2 ขีด
มะเขือเทศ, 2 ลูก
หอมใหญ่, 1 ลูก
ผักชี, 5 ต้น
น้ำมะนาว, 1 ช้อนโต๊ะ
พริกขี้หนู, 10 เม็ด
น้ำซุป, 5 ช้อนโต๊ะ
น้ำตาลทราย, 1 ช้อนโต๊ะ
น้ำปลา, 1 ช้อนโต๊ะ"
ยำแมงกะพรุน,"{'แมงกะพรุน': '100 ก', 'พริกขี้หนูสวน': '20 เม็ด', 'กระเทียมไทย': '10 เม็ด', 'น้ำปลา': '3 ช้อนโต๊ะ', 'น้ำตาลปี้บ': '1 ช้อนโต๊ะ', 'มะนาว': '2 ลูก', 'หอมใหญ่': '1/4 ลูก', 'ถั่วคั่ว': '20-30 เม็ด'}",28.34,116.82,141.1,1729.14,"แมงกะพรุน, 100 ก
พริกขี้หนูสวน, 20 เม็ด
กระเทียมไทย, 10 เม็ด
น้ำปลา, 3 ช้อนโต๊ะ
น้ำตาลปี้บ, 1 ช้อนโต๊ะ
มะนาว, 2 ลูก
หอมใหญ่, 1/4 ลูก
ถั่วคั่ว, 20-30 เม็ด"
ยำเล็บมือนาง,"{'เล็บมือนาง': '500 กรัม', 'ต้นหอม': '2 ต้น', 'ผักชี': '2 ต้น', 'หอมใหญ่': '1 หัว', 'มะเขือเทศ': '2 ลูก', 'พริกจินดา': '4 เม็ด', 'มะนาว': '2 ลูก', 'น้ำปลา': '3 ช้อนโต๊ะ', 'น้ำตาล': '1 ช้อนชา', 'เกลือ': '1/2 ช้อนชา'}",32.38,113.15,21.62,1234.35,"เล็บมือนาง:, 500 กรัม
ต้นหอม:, 2 ต้น
ผักชี:, 2 ต้น
หอมใหญ่:, 1 หัว
มะเขือเทศ:, 2 ลูก
พริกจินดา:, 4 เม็ด
มะนาว:, 2 ลูก
น้ำปลา:, 3 ช้อนโต๊ะ
น้ำตาล:, 1 ช้อนชา
เกลือ:, 1/2 ช้อนชา"
ยำส้มโอ,"{'ส้มโอ (แกะเอาแต่เนื้อ)': '2 ถ้วย', 'กุ้งลวก (หั่นเต๋า)': '8 ตัว', 'มะพร้าวขูด (คั่ว)': '4 ช้อนโต๊ะ', 'ถั่วลิสง (คั่ว)': '2 ช้อนโต๊ะ', 'หอมแดงเจียว': '3 ช้อนโต๊ะ', 'พริกชี้ฟ้าแดง (ซอย)': '1 เม็ด', 'ใบมะกรูด (ซอย)': '4 ใบ', 'ใบทองหลางสำหรับเสิร์ฟ': '', 'พริกแห้งเม็ดใหญ่ (ทำน้ำยำ)': '2 เม็ด', 'ปลากดรมควัน (ป่น)': '1 ช้อนโต๊ะ', 'หอมแดง (ซอย)': '3 ช้อนโต๊ะ', 'กระเทียม (ซอย)': '1.5 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '3 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำมะขามเปียก': '2 ช้อนโต๊ะ'}",111.85,183,190.16,2855.04,"ส้มโอ (แกะเอาแต่เนื้อ), 2 ถ้วย
กุ้งลวก (หั่นเต๋า), 8 ตัว
มะพร้าวขูด (คั่ว), 4 ช้อนโต๊ะ
ถั่วลิสง (คั่ว), 2 ช้อนโต๊ะ
หอมแดงเจียว, 3 ช้อนโต๊ะ
พริกชี้ฟ้าแดง (ซอย), 1 เม็ด
ใบมะกรูด (ซอย), 4 ใบ
ใบทองหลางสำหรับเสิร์ฟ
พริกแห้งเม็ดใหญ่ (ทำน้ำยำ), 2 เม็ด
ปลากดรมควัน (ป่น), 1 ช้อนโต๊ะ
หอมแดง (ซอย), 3 ช้อนโต๊ะ
กระเทียม (ซอย), 1½ ช้อนโต๊ะ
น้ำตาลปี๊บ, 3 ช้อนโต๊ะ
น้ำปลา, 2 ช้อนโต๊ะ
น้ำมะขามเปียก, 2 ช้อนโต๊ะ"
ยำสลัดอะโวคาโดกุ้ง,"{'อะโวคาโด': 1, 'กุ้งลวกสุก': 10, 'กรีนโอ๊ก': 3, 'เรดโอ๊ก': 3, 'ไอซ์เบิร์ก': 3, 'ผักคอส': 3, 'แตงกวาญี่ปุ่น': 1, 'มะเขือเทศราชินี': 5, 'น้ำสลัดครีมงาญี่ปุ่น': 5, 'พริกขี้หนูสวน': 5, 'ผักชี': 1, 'น้ำมะนาว': 3, 'น้ำปลา': 2, 'น้ำตาลปี๊บ': 1}",57.1,328.52,105.18,3605.8,"อะโวคาโด, 1 ผล
กุ้งลวกสุก, 10 ตัว
กรีนโอ๊ก, 3 ใบ
เรดโอ๊ก, 3 ใบ
ไอซ์เบิร์ก, 3 ใบ
ผักคอส, 3 ใบ
แตงกวาญี่ปุ่น, 1 ลูก
มะเขือเทศราชินี, 5 ลูก
วัตถุดิบสำหรับทำน้ำสลัด
น้ำสลัดครีมงาญี่ปุ่น, 5 ช้อนโต๊ะ
พริกขี้หนูสวนสับละเอียด, 5 เม็ด
ผักชีสับละเอียด, 1 ต้น
น้ำมะนาว, 3 ช้อนโต๊ะ
น้ำปลา, 2 ช้อนโต๊ะ
น้ำตาลปี๊บ, 1 ช้อนโต๊ะ"
ยำอกไก่ฉีก ,"{'อกไก่': '1 ชิ้น', 'น้ำเปล่า': 'พอประมาณ', 'แตงกวา': '2 ลูก', 'มะเขือเทศเชอร์รี่': '3 ลูก', 'หัวหอมแดง': '1 ลูก', 'เกลือ': '1 ช้อนชา', 'มะนาว': '1 ลูก', 'พริกขี้หนู': '6 เม็ด', 'น้ำเชื่ิอม': '1 ช้อนชา', 'ขึ้นฉ่าย': '2 ต้น', 'พริกป่น': '1 ช้อนชา', 'น้ำตาลทราย': '1 ช้อนโต๊ะ'}",35.3,126.45,138.19,1832.01,"อกไก่:, 1 ชิ้น
น้ำเปล่า: พอประมาณ
แตงกวา:, 2 ลูก
มะเขือเทศเชอร์รี่:, 3 ลูก
หัวหอมแดง:, 1 ลูก
เกลือ:, 1 ช้อนชา
มะนาว:, 1 ลูก
พริกขี้หนู:, 6 เม็ด
น้ำเชื่ิอม:, 1 ช้อนชา
ขึ้นฉ่าย:, 2 ต้น
พริกป่น:, 1 ช้อนชา
น้ำตาลทราย:, 1 ช้อนโต๊ะ"
โยเกิร์ตโฮมเมด,"{'นมสด': '1 ลิตร', 'โยเกิร์ต': '200 กรัม', 'ถั่วพีแคน (สำหรับกินเคียง)': '', 'มะม่วงสุก (สำหรับกินเคียง)': '', 'น้ำผึ้ง (สำหรับกินเคียง)': '', 'บลูเบอร์รี่ (สำหรับกินเคียง)': ''}",65.7,47.22,67.27,956.86,"นมสด, 1 ลิตร
โยเกิร์ต, 200 กรัม
ถั่วพีแคน (สำหรับกินเคียง)
มะม่วงสุก (สำหรับกินเคียง)
น้ำผึ้ง (สำหรับกินเคียง)
บลูเบอร์รี่ (สำหรับกินเคียง)"
ลาบมาม่า,"{'มาม่า': '1 ก้อน', 'หมูสับ': '200 กรัม', 'ผักชีฝรั่งซอย': '1 กรัม', 'หอมแดงซอย': '1 กรัม', 'หอมใหญ่ซอย': '1 กรัม', 'ข้าวคั่ว': '2 ช้อนโต๊ะ', 'พริกป่น': '2 ช้อนชา', 'น้ำตาลทราย': '2 ช้อนชา', 'น้ำมะนาว': '3 ช้อนชา', 'น้ำปลา': '3 ช้อนชา', 'ผักชี/ต้นหอม': '2 กรัม'}",46.72,259.44,116.57,2988.12,"มาม่า, 1 ก้อน
หมูสับ, 200 กรัม
ผักชี, 1 กรัม
หอมแดงซอย, 1 กรัม
หอมใหญ่ซอย, 1 กรัม
ข้าวคั่ว, 2 ช้อนโต๊ะ
พริกป่น, 2 ช้อนชา
น้ำตาลทราย, 2 ช้อนชา
น้ำมะนาว, 3 ช้อนชา
น้ำปลา, 3 ช้อนชา
ผักชี/ต้นหอม, 2 กรัม"
ลาบหมู,"{'หมูสับ': '300 กรัม', 'น้ำเปล่า': '½ ถ้วย', 'ต้นหอมซอย': '2 ต้น', 'ใบสะระแหน่': '2 ต้น', 'ผักชีฝรั่งซอย': '2 ต้น', 'หอมแดงซอย': '3 กลีบ', 'พริกป่น': '2 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำมะนาว': '2 ช้อนโต๊ะ', 'ข้าวคั่ว': '2 ช้อนโต๊ะ', 'น้ำตาล': '½ ช้อนชา', 'พริกแห้งทอดสำหรับตกแต่ง': ''}",54.56,370.43,13.31,3605.35,"หมูสับ, 300 กรัม
น้ำเปล่า ½ ถ้วย
ต้นหอมซอย, 2 ต้น
ใบสะระแหน่, 2 ต้น
ผักชีฝรั่งซอย, 2 ต้น
หอมแดงซอย, 3 กลีบ
พริกป่น, 2 ช้อนโต๊ะ
น้ำปลา, 2 ช้อนโต๊ะ
น้ำมะนาว, 2 ช้อนโต๊ะ
ข้าวคั่ว, 2 ช้อนโต๊ะ
น้ำตาล ½ ช้อนชา
พริกแห้งทอดสำหรับตกแต่ง"
ลาบหมูทอด,"{'หมูสับ': '300 กรัม', 'น้ำตาล': '1 ½ ช้อนโต๊ะ', 'น้ำปลา': '3 ช้อนโต๊ะ', 'น้ำมะนาว': '3 ช้อนโต๊ะ', 'ผงปาปริก้า หรือ พริกป่น': '1 ช้อนโต๊ะ', 'ข้าวคั่ว': '1 ช้อนโต๊ะ', 'ต้นหอม ผักชี และผักชีฝรั่ง': '1 ถ้วยเล็ก', 'แป้งทอดกรอบ': '3 ช้อนโต๊ะ', 'แป้งทอดกรอบ และน้ำมัน': ''}",60.45,240.72,74.4,2705.88,"หมูสับ:, 300 กรัม
น้ำตาล:, 1 ½ ช้อนโต๊ะ
น้ำปลา:, 3 ช้อนโต๊ะ
น้ำมะนาว:, 3 ช้อนโต๊ะ
ผงปาปริก้า หรือ พริกป่น:, 1 ช้อนโต๊ะ
ข้าวคั่ว:, 1 ช้อนโต๊ะ
ต้นหอม ผักชี และผักชีฝรั่ง:, 1 ถ้วยเล็ก
แป้งทอดกรอบ:, 3 ช้อนโต๊ะ
แป้งทอดกรอบ และน้ำมัน สำหรับทอด:"
วิธีทำเต้าส่วน,"{'ถั่วเขียวเลาะเปลือก': '250 กรัม', 'น้ำเปล่า': '450 ml.', 'น้ำตาลทราย': '250 กรัม', 'เกลือ': '1 ช้อนชา', 'หัวกะทิ': '300 ml.', 'แป้งท้าวยายม่อม': '2 ช้อนโต๊ะ', 'แป้งมัน': '2 ช้อนโต๊ะ', 'น้ำเปล่าผสมแป้งให้ละลาย': '4 ช้อนโต๊ะ'}",31.62,128.11,106.77,1706.55,"ถั่วเขียวเลาะเปลือก, 250 กรัม
น้ำเปล่า, 450 ml.
น้ำตาลทราย, 250 กรัม
เกลือ, 1 ช้อนชา
หัวกะทิ, 300 ml.
แป้งท้าวยายม่อม, 2 ช้อนโต๊ะ
แป้งมัน, 2 ช้อนโต๊ะ
น้ำเปล่าผสมแป้งให้ละลาย, 4 ช้อนโต๊ะ"
วุ้นกะทิมะพร้าวน้ำหอม,"{'น้ำมะพร้าวน้ำหอม': '350 ml', 'น้ำเปล่า': '250 ml', 'เนื้อมะพร้าวอ่อน': '', 'หัวกะทิ': '300 ml', 'ผงวุ้น': '1 1/2 ช้อนโต๊ะ', 'น้ำตาลทราย': '80 กรัม', 'เกลือ': '3/4 ช้อนชา'}",8.6,109.89,141.77,1590.49,"น้ำมะพร้าวน้ำหอม, 350 ml
น้ำเปล่า, 250 ml
เนื้อมะพร้าวอ่อน-
หัวกะทิ, 300 ml
ผงวุ้น, 1 1/2 ช้อนโต๊ะ
น้ำตาลทราย, 80 กรัม
เกลือ, 3/4 ช้อนชา"
วุ้นเส้นผัดไข่,"{'วุ้นเส้น': '100 กรัม', 'มะเขือเทศ': '1 ลูก', 'ต้นหอม/คื่นไช้': '1 กำ', 'ผักกาดขาว': '2 ใบ', 'ไข่ไก่': '2 ฟอง', 'ซีอิ๊วดำ': '1 ช้อนชา', 'น้ำมันหอย': '2 ช้อนโต๊ะ', 'น้ำเปล่า': '1 ทัพพี', 'กระเทียมไทย': '10 กลีบ', 'น้ำมันพืช': '1 ช้อนชา'}",29.12,332.09,45.4,3286.89,"วุ้นเส้น:, 100 กรัม
มะเขือเทศ:, 1 ลูก
ต้นหอม/คื่นไช้:, 1 กำ
ผักกาดขาว:, 2 ใบ
ไข่ไก่:, 2 ฟอง
ซีอิ๊วดำ:, 1 ช้อนชา
น้ำมันหอย:, 2 ช้อนโต๊ะ
น้ำเปล่า:, 1 ทัพพี
กระเทียมไทย:, 10 กลีบ
น้ำมันพืช:, 1 ช้อนชา"
สตูไก่ สูตรไม่ใส่เครื่องเทศ,"{'สะโพกไก่': '3 ชิ้น', 'เกลือ': '1/2 ช้อนชา', 'พริกไทย': '1/2 ช้อนชา', 'มันฝรั่ง': '2 หัว', 'แครอท': '2 หัว', 'แป้งสาลี': '3 ช้อนโต๊ะ', 'น้ำมัน': '1/2 ถ้วย', 'เนย': '2 ช้อนโต๊ะ', 'กระเทียม': '4 กลีบ', 'หอมแขก': '1 หัว', 'ผงปรุงรส': '2 ก้อน', 'ซอสมะเขือเทศ': '1 ถ้วย'}",30.5,219.54,47.31,2287.1,"สะโพกไก่:, 3 ชิ้น
เกลือ:, 1/2 ช้อนชา
พริกไทย:, 1/2 ช้อนชา
มันฝรั่ง:, 2 หัว
แครอท:, 2 หัว
แป้งสาลี:, 3 ช้อนโต๊ะ
น้ำมัน:, 1/2 ถ้วย
เนย:, 2 ช้อนโต๊ะ
กระเทียม:, 4 กลีบ
หอมแขก:, 1 หัว
ผงปรุงรส:, 2 ก้อน
ซอสมะเขือเทศ:, 1 ถ้วย"
สปาเก็ตตี้ขี้เมาทะเล,"{'เส้นสปาเก็ตตี้': '60 กรัม', 'เนื้อหมู': '30 กรัม', 'เนื้อกุ้ง': '4-5 ตัว', 'ปลาหมึกสด': '4-5 ชิ้น', 'เห็ดออรินจิ': '2 ดอก', 'ใบกะเพรา': '1 ต้น', 'ผัก (ข้าวโพดอ่อน, มะเขือเทศ, หอมใหญ่)': 'ตามชอบ', 'พริกกระเทียมสับ': '1 ช้อนโต๊ะ', 'ซอสหอยนางรม': '1 ช้อนโต๊ะ', 'ซีอิ๊วขาว': '1 ช้อนชา', 'น้ำปลา': '1 ช้อนชา', 'ซีอิ๊วดำ': '1/4 ช้อนชา', 'น้ำตาล': '1/4 ช้อนชา', 'น้ำมัน': '2 ช้อนโต๊ะ'}",67.15,215.4,16.76,2274.24,"ใบกะเพรา, 1 ต้น
เส้นสปาเก็ตตี้, 60 กรัม
เห็ดออรินจิ, 2 ดอก
เนื้อหมู, 30 กรัม
เนื้อกุ้ง, 4-5 ตัว
ปลาหมึกสด, 4-5 ชิ้น
ผัก (ข้าวโพดอ่อน
มะเขือเทศ
หอมใหญ่)ตามชอบ
พริกกระเทียมสับ, 1 ช้อนโต๊ะ
ซอสหอยนางรม, 1 ช้อนโต๊ะ
ซีอิ๊วขาว, 1 ช้อนชา
น้ำปลา, 1 ช้อนชา
ซีอิ๊วดำ, 1/4 ช้อนชา
น้ำตาล, 1/4 ช้อนชา
น้ำมัน, 2 ช้อนโต๊ะ"
สปาเก็ตตี้คาโบนาราไข่เค็ม,"{'เส้นสปาเกตตี้': '200 กรัม', 'ครีม': '200 กรัม', 'เบคอน': '50 กรัม', 'หอมหัวใหญ่': '50 กรัม', 'กระเทียม': '10 กรัม', 'พาเมซานชีส': '30 กรัม', 'ไข่แดงเค็ม': '2 ฟอง', 'เกลือ': '1 ช้อนชา', 'พริกไทย': '1 ช้อนชา', 'พาร์สลีย์': 'สำหรับตกแต่ง'}",29.27,95.23,51.25,1179.15,"เส้นสปาเกตตี้, 200 กรัม
ครีม, 200 กรัม
เบคอน, 50 กรัม
หอมหัวใหญ่, 50 กรัม
กระเทียม, 10 กรัม
พาเมซานชีส, 30 กรัม
ไข่แดงเค็ม, 2 ฟอง
เกลือ, 1 ช้อนชา
พริกไทย, 1 ช้อนชา
พาร์สลีย์สำหรับตกแต่ง"
ส้มตำข้าวโพด ฉบับมือใหม่หัดแซ่บ,"{'แครอท': 'ตามชอบ', 'เส้นมะละกอ': 'ตามชอบ', 'ข้าวโพด': '1/3 ฝัก', 'ถั่วฝักยาว': '1 1/2 ต้น', 'ถั่วลิสง': '1 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 1/3 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'เกลือ': '1 ช้อนชา', 'น้ำมะนาว': '2 ช้อนโต๊ะ', 'พริกขี้หนู': 'ตามชอบ', 'กระเทียม': '2 กลีบ', 'มะเขือเทศ': 'ตามชอบ', 'กุ้งแห้ง': 'ตามชอบ'}",67.61,231.22,171.04,3035.58,"แครอท: ตามชอบ
เส้นมะละกอ: ตามชอบ
ข้าวโพด:, 1/3 ฝัก
ถั่วฝักยาว:, 1 1/2 ต้น
ถั่วลิสง:, 1ช้อนโต๊ะ
น้ำตาลปี๊บ:, 1 1/3 ช้อนโต๊ะ
น้ำปลา:, 2 ช้อนโต๊ะ
เกลือ:, 1 ช้อนชา
น้ำมะนาว:, 2 ช้อนโต๊ะ
พริกขี้หนู: ตามชอบ
กระเทียม:, 2 กลีบ
มะเขือเทศ: ตามชอบ
กุ้งแห้ง: ตามชอบ"
ส้มตำถาดแซลมอน,"{'เนื้อปลาแซลมอน': '1 แพ็ค', 'มะละกอดิบหั่นเส้น': '1 ลูก', 'มะเขือเทศสีดาหั่นชิ้น': '4 ลูก', 'น้ำมะนาว': '3 ลูก', 'พริกแดงจินดา': '20 เม็ด', 'ผักชีใบเลื่อยซอย': '6 ใบ', 'น้ำปลาร้า': '3 ทัพพี', 'น้ำตาลปี๊บ': '1 ช้อนชา', 'น้ำปลา': '1/2 ทัพพี'}",35.22,205.42,160.28,2630.78,"เนื้อปลาแซลมอม, 1 แพ็ค
มะละกอ, 1 ลูก
มะเขือเทศสีดา, 4 ลูก
น้ำมะนาว, 3 ลูก
พริกแดงจินดา, 20 เม็ด
ผักชีใบเลื่อยซอย, 6 ใบ
น้ำปลาร้า, 3 ทัพพี
น้ำตาลปี๊บ, 1 ช้อนชา
น้ำปลา, 1/2 ทัพพี"
